,text,like,retweet,id,user,created_at
442,"コロナで非接触の需要が高まるなか、画面に触れなくても空中で指をかざすと操作できるディスプレーを凸版印刷が開発。ATMや食品工場への導入を目指すほか、エレベーターのボタンや自動販売機にも搭載可能です。
https://t.co/CxUctVdugv",217,101,1315486224929427457,nikkei,Mon Oct 12 02:55:31 +0000 2020
443,"「ヤクルト、空費の20年間 ダノンと資本関係解消」の英文記事をNikkei Asia @NikkeiAsia に掲載しています。

 Yakult and Danone end disappointing 20-year ca… https://t.co/mV0uKm88rp",18,19,1315485996281204736,nikkei,Mon Oct 12 02:54:36 +0000 2020
444,"「mmhmm（ンーフー）」「Remo（リモ）」……。多様化するビデオ会議のニーズを狙う「ポストZoom」の動き。ハーバード・ビジネス・スクールのディベート型授業システムも注目されています。
https://t.co/1lubZgfufV",44,23,1315482253640839169,nikkei,Mon Oct 12 02:39:44 +0000 2020
445,"コロナ倒産の深層　寒風は中小零細に強く吹く
https://t.co/yrq8zHzZWy",67,40,1315482063080808449,nikkei,Mon Oct 12 02:38:58 +0000 2020
446,"マンダム、強い財務でケアするアジア女性開拓
https://t.co/uBE1J3xGhz",37,15,1315482062095175680,nikkei,Mon Oct 12 02:38:58 +0000 2020
447,"NTTコム、1.4万人のテレワーク支える「ゼロトラスト」
https://t.co/MqmE60MWlY",47,21,1315482061130457088,nikkei,Mon Oct 12 02:38:58 +0000 2020
448,"iDeCo受け取りの節税術　2つの控除枠フル活用
https://t.co/SWAoo1cKIs",146,27,1315482060195205120,nikkei,Mon Oct 12 02:38:58 +0000 2020
449,"クラウドを最大81%値下げ　攻勢かける富士通の思惑
https://t.co/E6zsbxdZ1J",96,27,1315482059285032960,nikkei,Mon Oct 12 02:38:58 +0000 2020
450,"中国、半導体自立に活路　「ムーアの法則」変質で
https://t.co/3YTBHgDBpd",30,16,1315482058257432578,nikkei,Mon Oct 12 02:38:57 +0000 2020
451,「他人への伝染リスクはなくなった」と主治医。「私はコロナに感染せず（免疫がある）……」とトランプ大統領。お墨付きを得て、アメリカ大統領選挙の激戦州である南部フロリダ州で選挙集会を再開する予定です。… https://t.co/QJPkI6y7K9,55,20,1315476233950572546,nikkei,Mon Oct 12 02:15:49 +0000 2020
452,"エディ・ヴァン・ヘイレンさん　変則こそトップの道
https://t.co/ndQcxuNwoM",66,18,1315468966278516736,nikkei,Mon Oct 12 01:46:56 +0000 2020
453,"台風14号が熱帯低気圧に
https://t.co/jAsGV57NDp",45,23,1315467995901243392,nikkei,Mon Oct 12 01:43:05 +0000 2020
454,"台風19号上陸1年　7000人超避難生活　各地で追悼式
https://t.co/RLjgftAkNC",23,10,1315467446564904960,nikkei,Mon Oct 12 01:40:54 +0000 2020
455,"金融庁、第一生命に報告命令　営業職員の19億円詐取
https://t.co/020IbjJjow",417,224,1315466945177690112,nikkei,Mon Oct 12 01:38:54 +0000 2020
456,"機械受注、8月0.2%増、2カ月連続増も水準低く
https://t.co/NX2mrZTqWH",14,9,1315462653670641664,nikkei,Mon Oct 12 01:21:51 +0000 2020
457,日経平均続落、下げ幅一時100円超　米経済対策に懸念 https://t.co/HZOUS58F3A,34,12,1315460855480414209,nikkei,Mon Oct 12 01:14:42 +0000 2020
458,"機械受注、8月0.2%増　市場予測は1.0%減
https://t.co/kiIPUsWHef",23,14,1315447807583514625,nikkei,Mon Oct 12 00:22:51 +0000 2020
459,"ペット・高級ポップコーン…　コロナ下のなるほど消費
https://t.co/4UI7zMjdvA",52,17,1315446793480486913,nikkei,Mon Oct 12 00:18:50 +0000 2020
460,"デニーズ、東京に宅配・持ち帰りの小型店
https://t.co/ssLBk081yN",79,39,1315446792561991680,nikkei,Mon Oct 12 00:18:49 +0000 2020
461,"日経平均、続落して始まる　30円安の2万3588円
https://t.co/EZsKIS9Dr8",23,9,1315446791559471105,nikkei,Mon Oct 12 00:18:49 +0000 2020
462,大阪市、再編か存続か　都構想の住民投票が告示 https://t.co/ABnQx6UbFt,71,48,1315437535120756737,nikkei,Sun Oct 11 23:42:02 +0000 2020
463,"けさ10月12日の日経電子版トップ（https://t.co/cDAIOHS0bX）3本です。

「在宅無理」は幻想　コールセンター改革
https://t.co/H9nE9Lz8mn

5Gスマホそろい踏み　Apple、新型… https://t.co/fK5pARYTU4",18,13,1315435697663291397,nikkei,Sun Oct 11 23:34:44 +0000 2020
464,"「想定してこなかったことが起きている。大量の雨が降れば、東京都心でも水没する可能性はある」。東日本を中心に甚大な被害をもたらした2019年の台風19号上陸から1年を機に、水害の脅威と備えを考えます。
https://t.co/WpXZAqIXDT",193,90,1315432117795524610,nikkei,Sun Oct 11 23:20:31 +0000 2020
465,エディ・ヴァン・ヘイレンさん　変則こそトップの道 https://t.co/EEuhmAymy7,97,26,1315430261862133761,nikkei,Sun Oct 11 23:13:08 +0000 2020
466,"SOMPO・米パランティア、医療・金融のDX支援
https://t.co/3Y5h1iJ24r",26,10,1315428943449653248,nikkei,Sun Oct 11 23:07:54 +0000 2020
467,"廃棄物を再利用し、製造コストや環境負荷を抑えられるのが特徴。丸紅がカナダで、鉱物が残留する鉱石や土砂から抽出する新製法でマグネシウムの生産を始めます。
https://t.co/namANsdd2Z",99,30,1315427866004410368,nikkei,Sun Oct 11 23:03:37 +0000 2020
468,"日本に世界の金融ハブをつくる「国際金融都市構想」で東京、大阪、福岡を競わせる菅義偉首相。海外から高度人材を呼び込むため、減税措置や在留資格の特例制度を検討します。
https://t.co/IinANlCCoe",496,274,1315423759583580165,nikkei,Sun Oct 11 22:47:18 +0000 2020
469,トランプ氏、コロナ伝染リスクなし　12日から本格集会https://t.co/sjgFLsPPUa,37,13,1315422057870622720,nikkei,Sun Oct 11 22:40:32 +0000 2020
470,"解約や口座振替…　地銀で押印不要の手続き広がる
https://t.co/ROYfxBKZgB",134,56,1315421883538370560,nikkei,Sun Oct 11 22:39:51 +0000 2020
471,"若手が幹部を逆指導　住友化学、社内交流で双方に刺激
https://t.co/Ws2XLypExU",196,61,1315421882322042886,nikkei,Sun Oct 11 22:39:50 +0000 2020
472,"日経平均、半導体と中国関連に注目（先読み株式相場）
https://t.co/8afXoIEFbV",42,8,1315416624879423491,nikkei,Sun Oct 11 22:18:57 +0000 2020
473,"毎月の住宅ローン返済負担を軽くするため、購入時の借入額と将来価値の差額のみ返済する「残価設定型」を普及へ。民間の金融機関が参加するモデル事業を国土交通省が始めます。

住宅に残価設定ローン、返済負担を軽減　官民で開発… https://t.co/ESx1m4uLxK",1780,1389,1315414982222282752,nikkei,Sun Oct 11 22:12:25 +0000 2020
474,"コンピューターで「温暖化の影響がある現実の地球」と「温暖化の影響がない架空の地球」を再現。自然の複雑さと向き合い、異常気象の原因を突き止めた研究者の取り組みです。
https://t.co/Sz7bNGqQWB",107,30,1315414404301762562,nikkei,Sun Oct 11 22:10:07 +0000 2020
475,"プライバシー保護の一方、児童犯罪などへの悪用を懸念。対話アプリのメッセージ暗号化の見直しをFacebook（フェイスブック）などテクノロジー企業に求める声明に、イギリスやアメリカ、日本など7カ国が署名しました。
https://t.co/FvLAGyycAb",40,16,1315411896833650689,nikkei,Sun Oct 11 22:00:10 +0000 2020
476,"一足先に投入したマツダの技術と比べ「コストが安い」。スバルが新型水平対向（ボクサー）ガソリンエンジンで実現したリーンバーン（希薄燃焼）の特徴や狙いを探ります。
https://t.co/fhHm6we5jp",117,42,1315409358868697088,nikkei,Sun Oct 11 21:50:04 +0000 2020
477,"さまよう投資家、金利はどこに
https://t.co/4SdwOlWXgI",39,6,1315408296510062592,nikkei,Sun Oct 11 21:45:51 +0000 2020
478,"2000年→2018年の大学部門の研究開発費はアメリカやドイツ1.8倍、中国10.2倍に対し、日本は1.0倍と伸びず。上位大学への「選択と集中」政策と日本の研究力の低下について考えます。
https://t.co/P7stgXZwKL",525,242,1315406844601532416,nikkei,Sun Oct 11 21:40:05 +0000 2020
479,"韓国地裁支部が元徴用工訴訟で、資産差し押さえの関連書類が日本製鉄（旧新日鉄住金）に届いたとみなす「公示送達」の手続き。効力が発生する12月以降、現金化に向け資産鑑定を経て売却命令の手続きに入ります。
https://t.co/ioxwBL6mrz",125,83,1315402173610520577,nikkei,Sun Oct 11 21:21:31 +0000 2020
480,"今週（~10/17）の主な予定です。
12日（月）大阪都構想の是非を問う大阪市の住民投票の告示、ノーベル経済学賞発表
13日（火）米アップルが新型iPhone発表
14日（水）20カ国・地域（G20）財務相・中央銀行総裁会議
15… https://t.co/53wYBBajyj",41,33,1315396836442681346,nikkei,Sun Oct 11 21:00:19 +0000 2020
481,"「国際金融都市構想」実現へ　首相、3都市競わせる
https://t.co/QTBBgPJ8rg",446,198,1315382652111732736,nikkei,Sun Oct 11 20:03:57 +0000 2020
482,"住宅に残価設定ローン、返済負担を軽減　官民で開発
https://t.co/IbcHW0H0eY",187,98,1315382651130314752,nikkei,Sun Oct 11 20:03:57 +0000 2020
483,"「在宅無理」は幻想　損保ジャパンのコールセンター改革
https://t.co/KtXuNuwG31",75,26,1315382390261309440,nikkei,Sun Oct 11 20:02:55 +0000 2020
484,"ゲイツ氏警鐘　コロナワクチン国家間格差、死者倍増も
https://t.co/50n1oWedwX",114,40,1315351919292891136,nikkei,Sun Oct 11 18:01:50 +0000 2020
485,"大阪市 再編か存続か　2度目の住民投票、きょう告示
https://t.co/YFxZBxzkIN",70,39,1315341620603101184,nikkei,Sun Oct 11 17:20:54 +0000 2020
486,"上方修正の企業数に注目　49月期決算
https://t.co/bDYPDTOARM",32,7,1315338585533411329,nikkei,Sun Oct 11 17:08:51 +0000 2020
487,"丸紅、鉱山の「ごみ」からマグネシウム抽出
https://t.co/haTJOUMmdg",439,102,1315337363602587648,nikkei,Sun Oct 11 17:03:59 +0000 2020
488,"ミネベア、「Switch」好調を喜べぬM&amp;Aのジレンマ
https://t.co/az9X41PCxH",47,9,1315337362663043072,nikkei,Sun Oct 11 17:03:59 +0000 2020
489,"ポストZoomを競うビデオ会議システム、勝者は誰か
https://t.co/SvG0bXK5Dn",75,16,1315337361392234496,nikkei,Sun Oct 11 17:03:59 +0000 2020
490,"ナダル4連覇　全仏テニス、四大大会最多並ぶ20度目V
https://t.co/VVfBDhglmw",231,49,1315334074337095681,nikkei,Sun Oct 11 16:50:55 +0000 2020
491,"5Gスマホそろい踏みへ、アップル　新型iPhone発表か
https://t.co/ohK2eHdbBm",147,66,1315322497651204096,nikkei,Sun Oct 11 16:04:55 +0000 2020
492,"値段はどう決まる？　原材料から始まる需給の攻防
https://t.co/prx2GZSFE1",122,27,1315321736619982848,nikkei,Sun Oct 11 16:01:54 +0000 2020
493,"カネテツ「てっちゃん」70歳　洒脱なかまぼこ男子
https://t.co/9jC7yzjn2G",182,87,1315312950513594368,nikkei,Sun Oct 11 15:26:59 +0000 2020
494,"ダイハツ新型「タフト」　運転席から青空臨む開放感
https://t.co/VSfRdAAkcU",82,18,1315310676827500544,nikkei,Sun Oct 11 15:17:57 +0000 2020
495,"テレワークでサマになる　変化自在のカーディガン
https://t.co/Mgf3sS51e8",34,8,1315299590925504512,nikkei,Sun Oct 11 14:33:54 +0000 2020
496,"「日本の若手研究者が置かれた環境は日米欧中で最も苦しい」「大学交付金を削減したのが大きな間違いだった」。研究力低下が止まらない日本。科学技術落日の四半世紀を探ります。
https://t.co/emdYJ6INGM",1092,500,1315275988687826950,nikkei,Sun Oct 11 13:00:07 +0000 2020
497,"ソニーのスマートウオッチ、事業モデル転換の狙い 
https://t.co/afScj5mx3k",188,43,1315272202040811524,nikkei,Sun Oct 11 12:45:04 +0000 2020
498,"５Ｇスマホ部品サバイバル　村田、小型化極め存在感 
https://t.co/mrfAUwXHmy",296,86,1315268441088065536,nikkei,Sun Oct 11 12:30:07 +0000 2020
499,"「彼らと握手する日が来るなんて」。1975年のポテトチップス発売に端を発した長い確執を経て手を組んだカルビーと、農協組織ホクレン。背景には日本の農業の厳しい現実があります。
https://t.co/phsFok8hfQ",235,112,1315268436885417984,nikkei,Sun Oct 11 12:30:06 +0000 2020
500,"テレワークの生産性、分かれる評価　向上31％・低下26％ 
https://t.co/aXYe0UhUi9",190,85,1315264646115397632,nikkei,Sun Oct 11 12:15:02 +0000 2020
501,"気軽に気分転換　オンラインバスツアーに参加してみた
https://t.co/ZkUSfrAFtz",30,10,1315264591845158912,nikkei,Sun Oct 11 12:14:49 +0000 2020
502,"首都圏「近場の田舎」移住人気高まる　コロナ禍機に
https://t.co/HvkUX2uTwk",287,49,1315260944004657153,nikkei,Sun Oct 11 12:00:20 +0000 2020
503,"Hi,Speed――。日本時間10月14日未明のイベントで、5G対応iPhoneの発表を示唆しているApple（アップル）。Samsung（サムスン）などに出遅れること約1年半、「本命」の登場で5Gスマホの普及に弾みがつきそうです… https://t.co/pA2RNmZfa0",61,27,1315260925805563906,nikkei,Sun Oct 11 12:00:15 +0000 2020
504,"カインズ、表参道にデジタル拠点　IT人材獲得へ
https://t.co/0c3s66ZipL",137,39,1315259326198472704,nikkei,Sun Oct 11 11:53:54 +0000 2020
505,"自動車の色、塗らずに貼る　町工場発の省エネ革命 
https://t.co/9N4LFgR6v2",293,85,1315257105914396673,nikkei,Sun Oct 11 11:45:05 +0000 2020
506,"対話アプリ、暗号化見直しで声明　日米英など7カ国
https://t.co/CSNa7RPfAb",66,37,1315257050805403648,nikkei,Sun Oct 11 11:44:51 +0000 2020
507,"住宅ローン減税「１％控除」の妥当性 
https://t.co/fUIMWBuFht",86,28,1315253333691715588,nikkei,Sun Oct 11 11:30:05 +0000 2020
508,"コロナで広がる自転車通勤　専用道や通勤手当が課題
https://t.co/oiV9Iq2Sqc",185,59,1315249781359271937,nikkei,Sun Oct 11 11:15:58 +0000 2020
509,"デジタル本人確認、マイナンバーカードしか認めない？ 
https://t.co/qn69CHIoFd",97,42,1315249552673460225,nikkei,Sun Oct 11 11:15:04 +0000 2020
510,"日経BP「ESGブランド調査」、トヨタが首位 
https://t.co/Cncz0GhT1S",123,29,1315245825077972995,nikkei,Sun Oct 11 11:00:15 +0000 2020
511,"三越伊勢丹が「デジタル外商」　富裕層の消費深掘り 
https://t.co/fkXIyrGuWz",180,39,1315241990142021633,nikkei,Sun Oct 11 10:45:01 +0000 2020
512,"クラシック界　コロナ禍から生まれた新表現
https://t.co/8leOmvizUl",144,42,1315240959899131905,nikkei,Sun Oct 11 10:40:55 +0000 2020
513,"データ検索、数百倍速く　スタートアップのAOTが開発 
https://t.co/53Om5y3dM1",83,30,1315238218946605058,nikkei,Sun Oct 11 10:30:01 +0000 2020
514,"オーナー確保　親族承継のみでは限界
https://t.co/Zo6Fmqhpk7",153,66,1315234441413812225,nikkei,Sun Oct 11 10:15:01 +0000 2020
515,"中国船が日本漁船に接近　尖閣周辺の領海
https://t.co/CCyeyYXZFH",176,108,1315232670494810119,nikkei,Sun Oct 11 10:07:59 +0000 2020
516,"土地持ち銘柄、コロナで脚光　物言う株主の攻勢に思惑 
https://t.co/SJHnZuq0Kp",48,11,1315230715756371968,nikkei,Sun Oct 11 10:00:13 +0000 2020
517,"新しい電話会社つくる　小野寺正さん「私の履歴書」
https://t.co/FS5u5Yi5HY",56,17,1315215797380210689,nikkei,Sun Oct 11 09:00:56 +0000 2020
518,"ウエディング、探る新常態　客席「NO密」で縁濃密に
https://t.co/v6LpMxQQ5i",88,25,1315212256162971648,nikkei,Sun Oct 11 08:46:51 +0000 2020
519,"新型ICBMは多弾頭型の可能性　北朝鮮、開発は途上
https://t.co/giiwfWNLyJ",52,33,1315210276568932353,nikkei,Sun Oct 11 08:39:00 +0000 2020
520,"古代エジプト絵画　様式美を生み守った無名の画家たち
https://t.co/LacXHwheYG",160,46,1315204977350995970,nikkei,Sun Oct 11 08:17:56 +0000 2020
521,"回復続く中国経済　9月の貿易統計発表へ
https://t.co/WiyP5gOkGJ",47,13,1315193162319626240,nikkei,Sun Oct 11 07:30:59 +0000 2020
522,"東京都で新たに146人感染　新型コロナ
https://t.co/59dv4er2RG",127,60,1315175014262403077,nikkei,Sun Oct 11 06:18:52 +0000 2020
523,"インド、コロナ感染者700万人突破　新規は鈍化傾向
https://t.co/OlhoFhTdgC",105,55,1315162447519469568,nikkei,Sun Oct 11 05:28:56 +0000 2020
524,"米英、渡航制限の緩和協議　クリスマス休暇にも
https://t.co/rkySMEujki",118,46,1315150101497614338,nikkei,Sun Oct 11 04:39:53 +0000 2020
525,"野口さん宇宙船は11月以降　追加点検で打ち上げ延期
https://t.co/BRZw2GZuSN",47,13,1315142580598784002,nikkei,Sun Oct 11 04:10:00 +0000 2020
526,"海外勢に静かに広がる「日本株推し」
https://t.co/gE6bzukD9E",471,168,1315142579353083904,nikkei,Sun Oct 11 04:09:59 +0000 2020
527,"AIアナが読むニュース　きょうの4本
https://t.co/eAtbhcu9MC",12,4,1315137288892866562,nikkei,Sun Oct 11 03:48:58 +0000 2020
528,"日々の思いを花に託して、詩画作家　星野富弘さん
https://t.co/OmveIfWHnF",81,17,1315133498294853632,nikkei,Sun Oct 11 03:33:54 +0000 2020
529,"日清食品、大塚HDなど大手6社がフードテック推進
https://t.co/qWuDDduki8",178,31,1315128951266664448,nikkei,Sun Oct 11 03:15:50 +0000 2020
530,"東宝、映画館の全面稼働探る　「鬼滅の刃」試金石に
https://t.co/puwZlEds1g",147,83,1315126966962409472,nikkei,Sun Oct 11 03:07:57 +0000 2020
531,"台風19号から1年　相次ぐ風水害「被害想像し備えを」
https://t.co/oPYEg1Bscq",52,23,1315126965951582208,nikkei,Sun Oct 11 03:07:57 +0000 2020
532,"「トランプ氏、コロナ伝染リスクなし」　主治医が見解
https://t.co/46PAKJneCt",163,61,1315117408835629061,nikkei,Sun Oct 11 02:29:58 +0000 2020
533,"「フェイスブックの暗号化、日米英などが見直し要求へ」の英文記事をNikkei Asia @NikkeiAsia に掲載しています。

 Five Eyes and Japan call for Facebook backdoo… https://t.co/L88tOeMa7t",42,12,1315115362934034432,nikkei,Sun Oct 11 02:21:50 +0000 2020
534,"「法の支配」途上国に根付け　弁護士　入江克典
https://t.co/vJCIiuel0y",33,12,1315114626451816448,nikkei,Sun Oct 11 02:18:55 +0000 2020
535,"元徴用工訴訟、資産現金化へ新たな手続き　韓国地裁
https://t.co/dhNH12lvP0",59,47,1315112854664613888,nikkei,Sun Oct 11 02:11:52 +0000 2020
536,"ノーベル経済学賞、あす発表　実証分析が有力か
https://t.co/MvbiCxYMUV",60,24,1315110330339524612,nikkei,Sun Oct 11 02:01:50 +0000 2020
537,"どうなった？「Brexit後」交渉 15日からEU首脳会議
https://t.co/ovTkEc51pL",34,14,1315110329131560960,nikkei,Sun Oct 11 02:01:50 +0000 2020
538,"人事評価、誰の意見が正しい？　史記に残る親子の教訓
https://t.co/z2WZJRjpNg",74,25,1315105324861251585,nikkei,Sun Oct 11 01:41:57 +0000 2020
539,"唐揚げの下味、アヒージョ……ドレッシングを幅広く
https://t.co/kfjo94HQXj",92,23,1315088694986981377,nikkei,Sun Oct 11 00:35:52 +0000 2020
540,"「火災そのものを抑制する、世界初の泥炭地管理モデル」。AI搭載のカメラが12分で正確な発火位置を検知。世界で続発する大規模な森林火災を防ぐための技術を探ります。
https://t.co/JHMFRmf3eX",95,31,1315086448396316673,nikkei,Sun Oct 11 00:26:57 +0000 2020
541,"大阪都構想どこで判断　12日に2度目の住民投票告示
https://t.co/Bq3k4jaWy2",86,32,1315078650081939456,nikkei,Sat Oct 10 23:55:57 +0000 2020
542,"LGBTQを支援　セールスフォース、差別への挑戦
https://t.co/dYkvE40wpf",54,17,1315078648790048768,nikkei,Sat Oct 10 23:55:57 +0000 2020
543,"システム障害を検知した段階で朝8時からの注文受け付けを止めれば。受け付けていても、再起動で失効させれば。それができなかった理由は。東証の終日売買停止を振り返ります。
https://t.co/RRm5FwRhAM",74,20,1315076777631461377,nikkei,Sat Oct 10 23:48:31 +0000 2020
544,"見られた映像…トランプ米大統領の入院や国道1号の謎など
https://t.co/5p5jC5Xt2Z",26,10,1315074355525689344,nikkei,Sat Oct 10 23:38:53 +0000 2020
545,"トランプ大統領が新型コロナウイルスに感染。全日本空輸（ANA）が希望退職や冬季賞与ゼロ、賃金減額で年収3割減へ。ソニー社名変更の舞台裏。この1週間、日経電子版会員に読まれた記事10本です。
https://t.co/XhOppkJPCx",43,18,1315071369420460033,nikkei,Sat Oct 10 23:27:01 +0000 2020
546,"北の住宅王、土屋公三氏　「仕事人秘録」まとめ読み
https://t.co/4yUdOGCGeh",22,6,1315071342375399424,nikkei,Sat Oct 10 23:26:55 +0000 2020
547,"脂肪肝が1カ月で……。嘘の体験談で宣伝、広告主を摘発
https://t.co/HpPHtnqte7",122,86,1315071341356183552,nikkei,Sat Oct 10 23:26:55 +0000 2020
548,"台風14号、伊豆諸島南部に最接近　一部で記録的大雨
https://t.co/3VHAxGl7xC",91,91,1315067336043327488,nikkei,Sat Oct 10 23:11:00 +0000 2020
549,"「進化と変化を遂げた鹿児島と、しなかった静岡では10年前から歴然と差があった」。茶生産量日本一を長年保っている静岡県が、2位の鹿児島県に猛追されている背景を探ります。
https://t.co/9M1LUFG0iX",599,361,1315065887444144128,nikkei,Sat Oct 10 23:05:14 +0000 2020
550,"生徒の父、世界遺産で大宴会　東大寺学園の名物行事
https://t.co/ZHVygypvDz",61,14,1315063546737094657,nikkei,Sat Oct 10 22:55:56 +0000 2020
551,"スバル、水平対向エンジン存続に意地　希薄燃焼を実現
https://t.co/DJVZjSzvA2",459,141,1315063545499795456,nikkei,Sat Oct 10 22:55:56 +0000 2020
552,"他人のツイートをそのままリツイートせず、自分の意見を書き加えるよう促す狙い。Twitter（ツイッター）がアメリカ大統領選挙の期間中、リツイート機能を一時的に制限。10月20日からは全世界のユーザーを対象にします。
https://t.co/3hbbEkKlo7",606,644,1315059960640942082,nikkei,Sat Oct 10 22:41:41 +0000 2020
553,"日本生命保険、NEC、ダイキン工業、日本女子大学などが購入を希望。東京大学が国立大学として初めて発行する200億円の大学債は、投資家からの需要が発行額の6倍強の1260億円に達しました。
https://t.co/kIXlMHh5tF",1056,433,1315049170227601408,nikkei,Sat Oct 10 21:58:49 +0000 2020
554,"中国製の部品は1割に届かず。Huawei（ファーウェイ）の5G基地局設備を分解すると、アメリカによる制裁で使えなくなる米国部品が約3割に。世界シェアに影響する恐れがあります。

ファーウェイ製5G基地局、米製部品が3割　日経調査… https://t.co/0vKElGAySl",263,158,1315042097922220032,nikkei,Sat Oct 10 21:30:43 +0000 2020
555,"紫外線の照射で新型コロナウイルスを不活性化する技術の実用化に向け、理化学研究所が電機や自動車企業と共同事業。飲食店やイベント会場でのウイルス拡散や感染抑制を目指します。
https://t.co/8P87CHvnDX",219,78,1315036354632454144,nikkei,Sat Oct 10 21:07:53 +0000 2020
556,"「それぞれの陣営が代案を提案している」。10月15日のアメリカ大統領選挙候補の第2回テレビ討論会は中止に。新型コロナ感染を受けたオンライン開催に対し、トランプ大統領は対面式を要求していました。
https://t.co/dHphHkbXqP",39,16,1315027931463331840,nikkei,Sat Oct 10 20:34:25 +0000 2020
557,"トランプ氏、対面イベント再開　大統領選へ支持訴え
https://t.co/scZKOkOHnt",37,18,1315019730244177920,nikkei,Sat Oct 10 20:01:50 +0000 2020
558,"SNSのアカウント乗っ取り　二段階認証で対策強化
https://t.co/jev5fEi0Ou",83,54,1315013212346044417,nikkei,Sat Oct 10 19:35:56 +0000 2020
559,"66歳からのダイエット　視野広げる新たな出会い
https://t.co/1v9so1oyBy",56,24,1315013211318484992,nikkei,Sat Oct 10 19:35:55 +0000 2020
560,"現代アート発信拠点、東京・天王洲に　寺田倉庫が開設
https://t.co/4c2uq12stq",176,44,1315013210353745921,nikkei,Sat Oct 10 19:35:55 +0000 2020
561,"快走「チャリノミクス」　通勤など利用増、関連株上昇
https://t.co/vs0aKh8VoJ",165,68,1315013209317806081,nikkei,Sat Oct 10 19:35:55 +0000 2020
562,"人への投資を成長戦略に　山口慎太郎・東大教授
https://t.co/IFt5V4EMKV",38,10,1315013208378236928,nikkei,Sat Oct 10 19:35:55 +0000 2020
563,"「農業社長」と政治の距離
https://t.co/DhgDcai16o",27,10,1315013207371608065,nikkei,Sat Oct 10 19:35:55 +0000 2020
564,"政府、LNG調達網を脱炭素化　豪・東南アジアと連携
https://t.co/pGijYylql0",37,10,1315013206369169408,nikkei,Sat Oct 10 19:35:54 +0000 2020
565,"ファーウェイ製5G基地局、米製部品が3割　本社調査
https://t.co/6xIoOV3a5l",55,21,1315013205375156224,nikkei,Sat Oct 10 19:35:54 +0000 2020
566,"米年末商戦、物流の波乱　中国発の輸送に遅れ
https://t.co/kvF22k83Bq",30,15,1315013204272058369,nikkei,Sat Oct 10 19:35:54 +0000 2020
567,"コロナ時代の労災・失業に備える　動画で完全理解
https://t.co/yUGUHgI05k",49,10,1314995603437359104,nikkei,Sat Oct 10 18:25:57 +0000 2020
568,"コロナの不安に癒やし　花と暮らす「ニューノーマル」
https://t.co/xUWz0br8u9",55,12,1314995602271289346,nikkei,Sat Oct 10 18:25:57 +0000 2020
569,"将棋王座戦、2対2で14日激突　有力棋士が動画で解説
https://t.co/dfl8QuBue4",35,11,1314988049386754048,nikkei,Sat Oct 10 17:55:56 +0000 2020
570,"「生涯現役」シニアの働く場探し、自治体がサポート
https://t.co/uru2KrXrze",34,5,1314988048145211393,nikkei,Sat Oct 10 17:55:56 +0000 2020
571,"埼玉で100人感染　劇団の稽古でクラスター
https://t.co/hZt7umogj3",166,127,1314962563596201989,nikkei,Sat Oct 10 16:14:40 +0000 2020
572,"台風14号、三宅島・御蔵島は大雨警報に　厳重警戒続く
https://t.co/QjBt8Xsvra",55,24,1314961893111607297,nikkei,Sat Oct 10 16:12:00 +0000 2020
573,"全仏テニス、19歳シュビオンテク初V　女子シングルス
https://t.co/INwYxHcVKI",56,10,1314956323239325699,nikkei,Sat Oct 10 15:49:52 +0000 2020
574,"熱闘！温泉地まくら投げ　静岡・伊東を「聖地」に
https://t.co/5EKurlN7lE",141,54,1314942472393379840,nikkei,Sat Oct 10 14:54:50 +0000 2020
575,"SLやまぐち号が緊急停車　山中で150人一時待機
https://t.co/ctauVyPFaR",98,51,1314936949572943874,nikkei,Sat Oct 10 14:32:53 +0000 2020
576,"米連邦地裁、アップルのフォートナイト削除を維持
https://t.co/iTZclaE01w",71,37,1314935430387658753,nikkei,Sat Oct 10 14:26:51 +0000 2020
577,"フェイスブックの暗号化、日米英などが見直し要求へ
https://t.co/aNPFw0MIeS",61,29,1314931181729640448,nikkei,Sat Oct 10 14:09:58 +0000 2020
578,"「我々は戦争はしない。だが弱さや譲歩は平和をもたらさない」「強い決意と防衛が、台湾の平和を守る」。蔡英文総統が中華民国の建国記念日「双十節」の式典で、圧力を強める中国を念頭に演説しました。
https://t.co/zMUJcMaL8u",2781,800,1314924545455857664,nikkei,Sat Oct 10 13:43:36 +0000 2020
579,"旅行・外食、上向きの兆し　「GoTo」が消費後押し
https://t.co/6zfYmKWI9B",237,77,1314921846102355971,nikkei,Sat Oct 10 13:32:52 +0000 2020
580,"東京都心5区（千代田、中央、港、新宿、渋谷）平均の9月オフィスビル空室率3.43%に対し、渋谷区4.48%、港区4.33%。港区は募集賃料の減少率も前月比0.54%と、5区平均（0.39%）を上回りました。

東京都心オフィス、… https://t.co/8RejHbskNE",218,92,1314913615212875776,nikkei,Sat Oct 10 13:00:10 +0000 2020
581,"いざ住民投票　大阪都構想 3分チェック
https://t.co/ypbcEb7X6m",63,25,1314912790419632128,nikkei,Sat Oct 10 12:56:53 +0000 2020
582,"北朝鮮が軍事パレード開催　ICBM公開、新型か
https://t.co/RXcNGG6czg",67,136,1314912277397561345,nikkei,Sat Oct 10 12:54:51 +0000 2020
