Unnamed: 0,text,like,retweet,id,user,created_at
154,"電子戦部隊、全国8カ所に　中国にらみ南西諸島に重点
https://t.co/H4b5zCtvoV",201,85,1314250196331552770,nikkei,Thu Oct 08 17:03:59 +0000 2020
160,"薬剤師常駐や納税　書面・対面撤廃へ政府が工程表
https://t.co/lAuF4izNp5",324,368,1314250190354702336,nikkei,Thu Oct 08 17:03:57 +0000 2020
164,"航空生き残り、時間との戦い　国際線なお8割減
https://t.co/18ZADVfqFt",274,108,1314243634628235265,nikkei,Thu Oct 08 16:37:54 +0000 2020
169,"東大の40年債200億円、購入希望額は6倍超
https://t.co/w2bQTV7ZTz",599,202,1314193304909561856,nikkei,Thu Oct 08 13:17:55 +0000 2020
171,"8時間ダイエットで健康にやせる　科学的根拠ある断食
https://t.co/5s09lJrH7Y",598,160,1314187771980914689,nikkei,Thu Oct 08 12:55:55 +0000 2020
172,"首都圏「近場の田舎」移住人気高まる　コロナ禍機に
https://t.co/Yf1TniuoKl",230,103,1314184737859092481,nikkei,Thu Oct 08 12:43:52 +0000 2020
189,"LCCのジェットスター・ジャパンは国内6路線を冬ダイヤの期間中、運休します。事実上の撤退となる見通しで、早期退職などと合わせてコストの削減を急ぎます。
https://t.co/Gi6lh7DvRQ",339,251,1314132197272621057,nikkei,Thu Oct 08 09:15:05 +0000 2020
191,"高島屋、68月営業赤字50億円　高齢層の客足戻り鈍く
https://t.co/l0YPNPFje7",186,86,1314128904748109824,nikkei,Thu Oct 08 09:02:00 +0000 2020
205,"GoToイートに最低利用料　昼500円、夜1000円
https://t.co/ZujLB6m9kf",373,319,1314050881910841350,nikkei,Thu Oct 08 03:51:58 +0000 2020
215,"「これ以上小さいと、搭載技術が追いつかない」。5Gスマホに使う電子部品で村田製作所が存在感を高めています。激しさを増す開発競争の最新の動きを探ります。
https://t.co/sLUHvNtFqX",695,180,1314032797967953920,nikkei,Thu Oct 08 02:40:07 +0000 2020
230,"電子決済アプリ「ペイペイ」のポイントを現金化する不正で3人逮捕。格安スマホを多数契約しアカウントを大量作成、無料付与されるポイントを集めていました。SMS認証を不正に代行する仕事も請け負っていました。
https://t.co/VQf3meq6kZ",211,193,1313984746603589633,nikkei,Wed Oct 07 23:29:10 +0000 2020
235,"都内のタワマンを売却し神奈川海岸部に近距離移住――。中古戸建て物件の閲覧数は葉山町2.1倍、逗子市1.7倍、鎌倉市1.5倍に。新たな生活拠点として注目が集まっています。
https://t.co/iZ1q5P3ZOB",452,181,1313972336983408641,nikkei,Wed Oct 07 22:39:52 +0000 2020
240,"NTTドコモ、KDDI、ソフトバンクの携帯大手3社は世界的に高いとされる携帯電話料金を引き下げる見通しです。武田良太総務相と料金プランなどを含め意見交換していました。
https://t.co/KUq98nP4wd",484,197,1313967298349277184,nikkei,Wed Oct 07 22:19:50 +0000 2020
243,"NYダウ反発530ドル高　経済対策の一部実施を期待
https://t.co/p7PKtLwRUz",232,90,1313937614290837504,nikkei,Wed Oct 07 20:21:53 +0000 2020
256,"ソフトバンクも携帯値下げ検討、大手3社足並み
https://t.co/flUSpHGKiL",509,239,1313834681847083011,nikkei,Wed Oct 07 13:32:52 +0000 2020
257,"金融機関、働き方多様化　みずほFGが週休34日導入
https://t.co/rcoqXvu3bI",224,66,1313829141095956480,nikkei,Wed Oct 07 13:10:51 +0000 2020
258,"ノーベル賞「ゲノム編集」　日本人研究者が貢献
https://t.co/KfEXKlrBhe",415,103,1313824628008079360,nikkei,Wed Oct 07 12:52:55 +0000 2020
260,"ドイツ、年24日の在宅勤務権　労働相が提案
https://t.co/pOfxrB9L1H",182,72,1313807022173814784,nikkei,Wed Oct 07 11:42:58 +0000 2020
262,"東京港にヒアリ700匹　幼虫、さなぎも発見
 https://t.co/2mCB2xzXUI",303,263,1313802513087434753,nikkei,Wed Oct 07 11:25:03 +0000 2020
265,"ノーベル化学賞　「ゲノム編集」開発の欧米2氏
https://t.co/olFmEwc0OG",322,132,1313787142649249793,nikkei,Wed Oct 07 10:23:58 +0000 2020
268,"ANA、希望退職を募集　冬の賞与もゼロに
https://t.co/IprzA0BiNc",4109,4180,1313779322688278528,nikkei,Wed Oct 07 09:52:54 +0000 2020
269,"【日経特報】ＡＮＡ、希望退職を募集　冬の賞与もゼロに
https://t.co/jnxeD0KBhW",1520,1671,1313779067515150337,nikkei,Wed Oct 07 09:51:53 +0000 2020
271,"つくばエクスプレス（TX）の新型車両、「グッドデザイン」を受賞
 https://t.co/bDHxhARRTO",207,78,1313773121737027584,nikkei,Wed Oct 07 09:28:15 +0000 2020
272,"国産マツタケ、今年は卸値5割安　予想外の大量入荷
https://t.co/ucUwNVON4B",791,347,1313771294932963328,nikkei,Wed Oct 07 09:21:00 +0000 2020
276,"鳥貴族、GoTo予約をコース限定へ　少額利用相次ぎ
https://t.co/t7f0aEI9vk",3665,3318,1313753411330818048,nikkei,Wed Oct 07 08:09:56 +0000 2020
282,"日本郵便、配送ロボットの公道実験を公開
https://t.co/NFSCdg2w9P",542,246,1313701299079135234,nikkei,Wed Oct 07 04:42:51 +0000 2020
285,"退職金があると、税負担（社会保険料を含む）200万円に。税優遇が人気の個人型確定拠出年金（イデコ）ですが退職金の手厚い会社員は思わぬ税負担が将来生じる可能性があります。
https://t.co/X9o3NKtCdM",506,183,1313685579364790272,nikkei,Wed Oct 07 03:40:23 +0000 2020
286,"JAL、客室乗務員を全国に派遣　観光振興など兼務
https://t.co/79fZElp9wx",458,183,1313684206195630081,nikkei,Wed Oct 07 03:34:56 +0000 2020
293,"イデコ税負担、周知不足　退職金で控除枠使い切る恐れ
https://t.co/kbkbexAaXV",322,111,1313672115065745408,nikkei,Wed Oct 07 02:46:53 +0000 2020
300,"みずほが週休34日制　希望者、自分磨く時間に
https://t.co/weh2SkgsQY",465,202,1313660028075732992,nikkei,Wed Oct 07 01:58:51 +0000 2020
305,"三井住友銀行、ネットバンク未利用者に手数料
https://t.co/ZgkHktVFeg",387,398,1313632621180542976,nikkei,Wed Oct 07 00:09:57 +0000 2020
311,"大井川鉄道は蒸気機関車（SL）「きかんしゃトーマス号」と静岡鉄道の「ちびまる子ちゃん電車」に1日乗車できるツアーを12月に企画。車庫で乗車したまま洗車機を通る体験も用意します。
https://t.co/PXs5FzzxsT",210,90,1313622191993479168,nikkei,Tue Oct 06 23:28:31 +0000 2020
315,"米伝説のギタリスト、エディ・ヴァン・ヘイレンさん死去
https://t.co/R8GQcnGtV3",550,378,1313611706770190337,nikkei,Tue Oct 06 22:46:51 +0000 2020
317,"JR東日本が日立製作所、トヨタ自動車と、水素燃料電池と蓄電池を併用するハイブリッド試験車両を開発へ。高圧水素１回の充填で最大140キロメートル走行。22年3月ごろから数年間、実証実験を予定しています。
https://t.co/eTWM2rh3fz",417,171,1313606899208773632,nikkei,Tue Oct 06 22:27:45 +0000 2020
318,"「12月に週休3日や週休4日制の導入をめざす」と、みずほフィナンシャルグループの坂井辰史社長。「コロナで浮き彫りになった気付きを変化につなげていく」と述べました。
https://t.co/1NlpVrOfpJ",192,64,1313605051940773888,nikkei,Tue Oct 06 22:20:24 +0000 2020
319,"米国の伝説のギタリストとして知られるエドワード・ヴァン・ヘイレンさんがガンの闘病の末に死去しました。65歳。「ライトハンド奏法（タッピング奏法）」を確立したことで有名です。
https://t.co/3zKi11RjY1",1146,932,1313603888218624000,nikkei,Tue Oct 06 22:15:47 +0000 2020
321,"Apple、13日に特別イベント　5G対応iPhone発表か
https://t.co/Klm2lEAhpe",508,189,1313600898728255488,nikkei,Tue Oct 06 22:03:54 +0000 2020
322,"米下院、巨大ITの分割必要　独禁法違反で報告書
https://t.co/61EahiaNnL",423,291,1313592607746920448,nikkei,Tue Oct 06 21:30:57 +0000 2020
323,"仏ダノンがヤクルト全株を売却　600億円、提携関係は維持
https://t.co/RcLxCAFX4J",309,169,1313581764242153472,nikkei,Tue Oct 06 20:47:52 +0000 2020
326,"トランプ氏、コロナ対策「選挙後まで協議停止を」　株急落
https://t.co/zgOPEwjuO5",372,314,1313564921934667776,nikkei,Tue Oct 06 19:40:56 +0000 2020
338,"ベビーシッター代補助を非課税に　厚労・財務省検討
https://t.co/3a2H5beVcw",253,90,1313476824714932224,nikkei,Tue Oct 06 13:50:52 +0000 2020
343,"ロールス・ロイスが全面改良した主力車「ゴースト」を日本で初公開。価格は3590万円からで納車は21年1月からを予定しています。
https://t.co/CYubz0yVSt",197,53,1313441949291032582,nikkei,Tue Oct 06 11:32:17 +0000 2020
344,"トヨタの「ヤリス（旧ヴィッツ）」が初めて首位に。9月の車名別新車販売台数。2位はホンダの軽「N-BOX」、3位はスズキの軽「スペーシア」。新車販売全体は前年割れが続いています。
https://t.co/0RGP2H9hWf",204,81,1313436624441806848,nikkei,Tue Oct 06 11:11:08 +0000 2020
345,"［社説］年功制が限界に来たトヨタ
https://t.co/UbuhOFkBix",227,84,1313429269222055937,nikkei,Tue Oct 06 10:41:54 +0000 2020
346,"ノーベル物理学賞、英米独3氏に、ブラックホール研究に貢献
https://t.co/LigvJDKYz3",253,111,1313427990768881665,nikkei,Tue Oct 06 10:36:49 +0000 2020
347,"みずほ坂井社長「週休34日制導入へ」　金融シンポ
https://t.co/MMViEBt7Of",1113,541,1313427269759561728,nikkei,Tue Oct 06 10:33:58 +0000 2020
348,"イオンモール名古屋みなと、来年2月に営業終了へ
https://t.co/tiiU5scXpQ",7029,9583,1313424734546087936,nikkei,Tue Oct 06 10:23:53 +0000 2020
354,"書面規制や押印、撤廃へ　年内に政省令改正
https://t.co/bCrPgAeSvf",366,158,1313403849231613954,nikkei,Tue Oct 06 09:00:54 +0000 2020
362,"菅首相が対面外交デビュー　ポンペオ米国務長官と会談
https://t.co/t5LjauIuk3",246,88,1313364081982619648,nikkei,Tue Oct 06 06:22:52 +0000 2020
364,"ファナック創業者・稲葉清右衛門氏が死去
https://t.co/4EK4Dt1nhZ",286,279,1313360561413840899,nikkei,Tue Oct 06 06:08:53 +0000 2020
368,"自動車の色、塗らずに貼る　町工場発の省エネ革命
https://t.co/4wD6yreaqU",316,98,1313348258488446976,nikkei,Tue Oct 06 05:20:00 +0000 2020
370,"日米外相、菅政権で初会談　同盟強化を確認
https://t.co/rSEG9wBh2D",199,67,1313342446319751169,nikkei,Tue Oct 06 04:56:54 +0000 2020
372,"PASMOがApple Payに対応　iPhoneで支払いや定期券購入
https://t.co/EfOxZARoTm",451,196,1313322563653701632,nikkei,Tue Oct 06 03:37:54 +0000 2020
380,"レーサーへの道、ゲーマーが開く　リアルでプロ目指す
https://t.co/GxovcGp5GP",277,137,1313310482422403073,nikkei,Tue Oct 06 02:49:53 +0000 2020
381,"竹中平蔵氏が提言し日本で議論が過熱してきた最低所得保障制度（ベーシックインカム）。欧州では歴史が古く、導入が決まったスペインや、ドイツの社会実験など最新事情をまとめています。
https://t.co/g8sfn9O5mn",202,61,1313306779149914113,nikkei,Tue Oct 06 02:35:10 +0000 2020
396,"野村証券、新入社員を1年間コールセンターに配属へ
https://t.co/LdtuDPJMv7",1430,672,1313260395247792128,nikkei,Mon Oct 05 23:30:52 +0000 2020
400,"全従業員がサテライトオフィスでの遠隔勤務を可能に。SMBC日興証券は約1万人が働く場所を柔軟に選べる仕組みを導入します。全国的に100拠点程度を整備する方針です。
https://t.co/dHPv7YTnMT",205,52,1313253543118286857,nikkei,Mon Oct 05 23:03:38 +0000 2020
401,"「空気感染で広がることが時々あり得る」。米疾病対策センター（CDC）が新型コロナの感染経路に関する指針を改定しました。感染者が約2メートル離れた人にうつしたとみられる証拠があると指摘しました。
https://t.co/nh2w3UiqyG",442,359,1313251640103895041,nikkei,Mon Oct 05 22:56:04 +0000 2020
402,"トランプ氏が退院、「20年前より元気だ！」
https://t.co/KE02Dnv9sn",475,219,1313250711736668160,nikkei,Mon Oct 05 22:52:23 +0000 2020
412,"NYダウ反発465ドル高　トランプ氏の早期退院で買い
https://t.co/SaMXnPgG8v",217,107,1313210816481513472,nikkei,Mon Oct 05 20:13:51 +0000 2020
426,"NYダウ反発　一時200ドル超高、トランプ氏の退院観測で
https://t.co/PRV1R5Fonu",238,205,1313116952693407744,nikkei,Mon Oct 05 14:00:52 +0000 2020
428,"SMBC日興、全従業員を遠隔勤務可能に　21年から
https://t.co/dgOUxFfW3i",328,107,1313103107304296449,nikkei,Mon Oct 05 13:05:51 +0000 2020
431,"足元に商品選択ボタンがある自動販売機。ダイドードリンコが実証実験を始めました。新型コロナの感染防止を狙ったもの。顔認証で買える決済サービスも実験しています。
https://t.co/1KCko2wxWU",220,110,1313085460151967746,nikkei,Mon Oct 05 11:55:44 +0000 2020
434,"ワタミ、居酒屋の3割を焼肉店に転換
https://t.co/nUGrehsboc",547,185,1313074694241697792,nikkei,Mon Oct 05 11:12:57 +0000 2020
438,"ダイドードリンコ、足で操作する自販機　コロナ対策
https://t.co/dY6sBocmgf",1014,389,1313062845827878913,nikkei,Mon Oct 05 10:25:52 +0000 2020
439,"ノーベル賞「C型肝炎ウイルスの発見」　米・カナダ3氏
https://t.co/wdW1DFWMPG",296,117,1313061356380119040,nikkei,Mon Oct 05 10:19:57 +0000 2020
446,"エアアジア、12月に日本事業撤退へ　今夕発表
https://t.co/mdQvwBgQFu",493,422,1313040213317353472,nikkei,Mon Oct 05 08:55:56 +0000 2020
468,"富士通社長が謝罪　東証システム障害
https://t.co/ZrDfk1cHF7",309,159,1312931975762640896,nikkei,Mon Oct 05 01:45:50 +0000 2020
469,"NEC、スイスの金融ソフト会社を買収　2300億円
https://t.co/PUBlZu9bx6",220,77,1312921419999707136,nikkei,Mon Oct 05 01:03:54 +0000 2020
474,"在宅勤務用リフォーム補助　最大100万円、国交省検討
https://t.co/DOhuIrau7i",627,403,1312905316019826689,nikkei,Sun Oct 04 23:59:54 +0000 2020
475,"「まず社員とその家族を守る」「配当ではなく将来分野に投資」。行き過ぎた株主資本主義を見直す声が高まる中、脚光を浴びる「公益資本主義」を提唱する原丈人氏に聞きました。
https://t.co/cSldsOJ2RU",225,74,1312904079258128384,nikkei,Sun Oct 04 23:54:59 +0000 2020
476,"在宅勤務用の自宅リフォーム費用の3分の1を補助する制度を創設へ。戸建てやマンションを対象に増築や防音対策、間仕切り設置などを念頭に100万円を上限に検討しています。
https://t.co/3K04pyxjIa",931,663,1312894438008664065,nikkei,Sun Oct 04 23:16:41 +0000 2020
485,"住宅ローンを完済する年齢が上昇しています。
フラット35を提供する住宅金融支援機構のデータ（2020年度）によると73歳。
20年前と比べて5歳上がっていますが、その要因とは。
10月5日、日本経済新聞朝刊のポイントをお届けします… https://t.co/yFMTssYXfL",227,138,1312878932493037568,nikkei,Sun Oct 04 22:15:04 +0000 2020
486,"トランプ氏、サプライズで外出　支持者の声援に応える
https://t.co/xS7BU4lf0g",488,280,1312877146738622464,nikkei,Sun Oct 04 22:07:58 +0000 2020
490,"トランプ氏、5日退院も　重症者向けステロイド薬使用
https://t.co/h1xbH1628s",231,196,1312826543605870592,nikkei,Sun Oct 04 18:46:53 +0000 2020
492,"完済は平均73歳　住宅ローン、定年後にリスク先送り
https://t.co/9L4zYK3U14",1386,1402,1312823260912873472,nikkei,Sun Oct 04 18:33:51 +0000 2020
494,"東京ディズニーリゾート、通期営業赤字の現実味
https://t.co/haUPGN9BRa",220,88,1312806908839882753,nikkei,Sun Oct 04 17:28:52 +0000 2020
501,"「ヤクルトレディ」3000人正社員に　定着狙い待遇改善
https://t.co/JTKIQepLDv",1219,555,1312806901923540993,nikkei,Sun Oct 04 17:28:50 +0000 2020
504,"高田賢三さん死去　ファッションデザイナー、81歳
https://t.co/onmCOAaFDx",315,192,1312785022424813568,nikkei,Sun Oct 04 16:01:54 +0000 2020
510,"スヌーピーらの漫画「ピーナッツ」70周年 
https://t.co/eaJRN2koAo",292,91,1312731728537149440,nikkei,Sun Oct 04 12:30:08 +0000 2020
519,"料理上手は愛情上手　森高千里さんの「食の履歴書」 
https://t.co/J6WQoLV0FC",225,43,1312716646327496705,nikkei,Sun Oct 04 11:30:12 +0000 2020
521,"実測「全館24時間冷房」　電気代は意外と安い
https://t.co/a4b6MoxTAN",208,55,1312709083888263168,nikkei,Sun Oct 04 11:00:09 +0000 2020
522,"群馬・太田、スバルの企業城下町で増える製造業廃業
 https://t.co/Sc1xx1sLuP",310,180,1312705282921902084,nikkei,Sun Oct 04 10:45:02 +0000 2020
524,"韓国とのビジネス往来再開　週内にも合意
https://t.co/ImGsSbdq91",246,149,1312702987320475648,nikkei,Sun Oct 04 10:35:55 +0000 2020
531,"銀行の口座・通帳に手数料　少額の預金、解約も選択肢
https://t.co/2OF8OdJLPR",269,132,1312683586516996096,nikkei,Sun Oct 04 09:18:50 +0000 2020
543,"学歴証明のデジタル化、5大学で実証実験へ
https://t.co/Jlp3Fe2k1L",249,84,1312612648324722690,nikkei,Sun Oct 04 04:36:57 +0000 2020
550,"トリアージ「免責法制化を」　判定ミス恐れ萎縮懸念
https://t.co/p5RnJpPPjV",188,86,1312587216615403526,nikkei,Sun Oct 04 02:55:53 +0000 2020
554,"静岡の茶生産が過去最低　鹿児島の猛追で首位危うく
https://t.co/wSDx3n7HDW",226,97,1312566576260866048,nikkei,Sun Oct 04 01:33:52 +0000 2020
556,"賞与・退職金は正社員だけ？　最高裁判断へ
https://t.co/brJi8d30TS",452,203,1312555784903901186,nikkei,Sun Oct 04 00:50:59 +0000 2020
557,"トランプ氏、2日に酸素吸入か　「今後48時間が重要」
https://t.co/j6KjKBTMKt",261,167,1312547716283527168,nikkei,Sun Oct 04 00:18:56 +0000 2020
562,"ソフトバンク、スマートシティ参戦　竹芝発の新構想
https://t.co/hhC8wYWHN4",379,107,1312524075781120001,nikkei,Sat Oct 03 22:44:59 +0000 2020
565,"トランプ氏、2日に酸素吸入か　「今後48時間が重要」
https://t.co/H3wK5eiG7C",1117,799,1312474753161031680,nikkei,Sat Oct 03 19:29:00 +0000 2020
569,"国道1号はなぜ「第二京浜」か　ねじれの裏に道の歴史
https://t.co/Wc4mGd2WtP",185,51,1312438732457295873,nikkei,Sat Oct 03 17:05:52 +0000 2020
572,"菅改革に日本医師会が抵抗　オンライン診療や不妊治療
https://t.co/8xqNUbJuD1",516,260,1312438728485265411,nikkei,Sat Oct 03 17:05:51 +0000 2020
577,"ソニーとキオクシア、ファーウェイ取引許可を米に申請
https://t.co/YtVW4ub155",207,102,1312438723208908801,nikkei,Sat Oct 03 17:05:50 +0000 2020
582,"ゆうちょ銀行、デビットカードmijicaで顧客情報流出か
https://t.co/yeNecyvW3d",304,301,1312402521382514688,nikkei,Sat Oct 03 14:41:59 +0000 2020
583,"無給博士は憲法違反、日本の研究力低迷　野依良治氏
https://t.co/SFuYM6ueNX",407,165,1312373094368063488,nikkei,Sat Oct 03 12:45:03 +0000 2020
584,"年末調整用ソフト、国税庁が10月から提供
https://t.co/0fIPIiW83H",275,143,1312369342244421634,nikkei,Sat Oct 03 12:30:08 +0000 2020
585,"アルツハイマー病治療薬、発病前に阻止する戦略に転換
https://t.co/f2xK8Ed2vr",525,185,1312365551856087040,nikkei,Sat Oct 03 12:15:04 +0000 2020
587,"メールをやめよう　チャットに切り替え業務効率上げる
https://t.co/uxW2mLzZGy",558,165,1312361809626759169,nikkei,Sat Oct 03 12:00:12 +0000 2020
592,"菅首相が執念燃やす携帯料金引き下げ　実現は可能か
https://t.co/oGtSK4oV9c",219,69,1312342895555379202,nikkei,Sat Oct 03 10:45:03 +0000 2020
597,"値上がり続く革靴　高品質の欧州産牛革、品薄の余波
https://t.co/Y46Kpn6spq",212,97,1312326520111722498,nikkei,Sat Oct 03 09:39:58 +0000 2020
600,"「おうちカラオケ」コロナ心配なし　防音グッズも人気
https://t.co/tBwFhzYfX0",238,70,1312305618200326146,nikkei,Sat Oct 03 08:16:55 +0000 2020
611,"84歳のトレーダー「生涯現役」　月に4億円売買
https://t.co/CMm4jisWiS",1351,326,1312250492358074370,nikkei,Sat Oct 03 04:37:52 +0000 2020
613,"親の自宅だれが継ぐ　登記早めに、法改正案で罰則も
https://t.co/d6mDqFv9QE",279,103,1312233903365611520,nikkei,Sat Oct 03 03:31:57 +0000 2020
620,"金正恩氏がトランプ氏に見舞電　「必ず打ち勝つ」
https://t.co/iGNanIW66k",1212,639,1312209749690077184,nikkei,Sat Oct 03 01:55:58 +0000 2020
626,"「上がるものでなく『これ以上下がらなさそうなものを買う』」。株式投資歴66年の84歳。1200銘柄を常時チェックし、1日130銘柄の売買注文を出すデイトレーダー藤本茂さんが語ります。
https://t.co/UEJJQ0ia0w",1059,212,1312161516288765952,nikkei,Fri Oct 02 22:44:18 +0000 2020
628,"トランプ氏、米軍医療施設に入院　「数日間」
https://t.co/vCwXDAaYZt",287,232,1312146317645209600,nikkei,Fri Oct 02 21:43:55 +0000 2020
630,"「半永久的に魚が生産できる」。サバにマグロを産ませる。魚肉を培養して量産……。地球温暖化や乱獲で魚が減っていく傾向と、「細胞漁業」の可能性を探ります。

さらば海の幸よ　試験管からマグロが取れる日… https://t.co/m5mYHJQwrR",3792,2536,1312134344585089024,nikkei,Fri Oct 02 20:56:20 +0000 2020
634,"カラオケ・ジム利用者半減　霧晴れぬ余暇70兆円市場
https://t.co/0qAXAeNJAe",184,77,1312077109469171712,nikkei,Fri Oct 02 17:08:54 +0000 2020
636,"育休取得の男性「幸せ感じる」8割超に
https://t.co/5K5m4weSUD",818,191,1312077107531448321,nikkei,Fri Oct 02 17:08:54 +0000 2020
642,"「習思想」名門大で必修化　中国、知識層狙い統制強化
https://t.co/K1qJvx0dGw",580,550,1312049188247494656,nikkei,Fri Oct 02 15:17:57 +0000 2020
