Unnamed: 0,text,like,retweet,id,user,created_at
215,"「これ以上小さいと、搭載技術が追いつかない」。5Gスマホに使う電子部品で村田製作所が存在感を高めています。激しさを増す開発競争の最新の動きを探ります。
https://t.co/sLUHvNtFqX",695,180,1314032797967953920,nikkei,Thu Oct 08 02:40:07 +0000 2020
230,"電子決済アプリ「ペイペイ」のポイントを現金化する不正で3人逮捕。格安スマホを多数契約しアカウントを大量作成、無料付与されるポイントを集めていました。SMS認証を不正に代行する仕事も請け負っていました。
https://t.co/VQf3meq6kZ",211,193,1313984746603589633,nikkei,Wed Oct 07 23:29:10 +0000 2020
235,"都内のタワマンを売却し神奈川海岸部に近距離移住――。中古戸建て物件の閲覧数は葉山町2.1倍、逗子市1.7倍、鎌倉市1.5倍に。新たな生活拠点として注目が集まっています。
https://t.co/iZ1q5P3ZOB",452,181,1313972336983408641,nikkei,Wed Oct 07 22:39:52 +0000 2020
240,"NTTドコモ、KDDI、ソフトバンクの携帯大手3社は世界的に高いとされる携帯電話料金を引き下げる見通しです。武田良太総務相と料金プランなどを含め意見交換していました。
https://t.co/KUq98nP4wd",484,197,1313967298349277184,nikkei,Wed Oct 07 22:19:50 +0000 2020
256,"ソフトバンクも携帯値下げ検討、大手3社足並み
https://t.co/flUSpHGKiL",509,239,1313834681847083011,nikkei,Wed Oct 07 13:32:52 +0000 2020
258,"ノーベル賞「ゲノム編集」　日本人研究者が貢献
https://t.co/KfEXKlrBhe",415,103,1313824628008079360,nikkei,Wed Oct 07 12:52:55 +0000 2020
262,"東京港にヒアリ700匹　幼虫、さなぎも発見
 https://t.co/2mCB2xzXUI",303,263,1313802513087434753,nikkei,Wed Oct 07 11:25:03 +0000 2020
265,"ノーベル化学賞　「ゲノム編集」開発の欧米2氏
https://t.co/olFmEwc0OG",322,132,1313787142649249793,nikkei,Wed Oct 07 10:23:58 +0000 2020
268,"ANA、希望退職を募集　冬の賞与もゼロに
https://t.co/IprzA0BiNc",4109,4180,1313779322688278528,nikkei,Wed Oct 07 09:52:54 +0000 2020
269,"【日経特報】ＡＮＡ、希望退職を募集　冬の賞与もゼロに
https://t.co/jnxeD0KBhW",1520,1671,1313779067515150337,nikkei,Wed Oct 07 09:51:53 +0000 2020
272,"国産マツタケ、今年は卸値5割安　予想外の大量入荷
https://t.co/ucUwNVON4B",791,347,1313771294932963328,nikkei,Wed Oct 07 09:21:00 +0000 2020
275,"台風14号、西日本接近か　強い雨風が長期化の恐れ
https://t.co/28OvbGEtyW",111,108,1313754639624409089,nikkei,Wed Oct 07 08:14:49 +0000 2020
276,"鳥貴族、GoTo予約をコース限定へ　少額利用相次ぎ
https://t.co/t7f0aEI9vk",3665,3318,1313753411330818048,nikkei,Wed Oct 07 08:09:56 +0000 2020
282,"日本郵便、配送ロボットの公道実験を公開
https://t.co/NFSCdg2w9P",542,246,1313701299079135234,nikkei,Wed Oct 07 04:42:51 +0000 2020
285,"退職金があると、税負担（社会保険料を含む）200万円に。税優遇が人気の個人型確定拠出年金（イデコ）ですが退職金の手厚い会社員は思わぬ税負担が将来生じる可能性があります。
https://t.co/X9o3NKtCdM",506,183,1313685579364790272,nikkei,Wed Oct 07 03:40:23 +0000 2020
286,"JAL、客室乗務員を全国に派遣　観光振興など兼務
https://t.co/79fZElp9wx",458,183,1313684206195630081,nikkei,Wed Oct 07 03:34:56 +0000 2020
293,"イデコ税負担、周知不足　退職金で控除枠使い切る恐れ
https://t.co/kbkbexAaXV",322,111,1313672115065745408,nikkei,Wed Oct 07 02:46:53 +0000 2020
300,"みずほが週休34日制　希望者、自分磨く時間に
https://t.co/weh2SkgsQY",465,202,1313660028075732992,nikkei,Wed Oct 07 01:58:51 +0000 2020
305,"三井住友銀行、ネットバンク未利用者に手数料
https://t.co/ZgkHktVFeg",387,398,1313632621180542976,nikkei,Wed Oct 07 00:09:57 +0000 2020
315,"米伝説のギタリスト、エディ・ヴァン・ヘイレンさん死去
https://t.co/R8GQcnGtV3",550,378,1313611706770190337,nikkei,Tue Oct 06 22:46:51 +0000 2020
317,"JR東日本が日立製作所、トヨタ自動車と、水素燃料電池と蓄電池を併用するハイブリッド試験車両を開発へ。高圧水素１回の充填で最大140キロメートル走行。22年3月ごろから数年間、実証実験を予定しています。
https://t.co/eTWM2rh3fz",417,171,1313606899208773632,nikkei,Tue Oct 06 22:27:45 +0000 2020
319,"米国の伝説のギタリストとして知られるエドワード・ヴァン・ヘイレンさんがガンの闘病の末に死去しました。65歳。「ライトハンド奏法（タッピング奏法）」を確立したことで有名です。
https://t.co/3zKi11RjY1",1146,932,1313603888218624000,nikkei,Tue Oct 06 22:15:47 +0000 2020
321,"Apple、13日に特別イベント　5G対応iPhone発表か
https://t.co/Klm2lEAhpe",508,189,1313600898728255488,nikkei,Tue Oct 06 22:03:54 +0000 2020
322,"米下院、巨大ITの分割必要　独禁法違反で報告書
https://t.co/61EahiaNnL",423,291,1313592607746920448,nikkei,Tue Oct 06 21:30:57 +0000 2020
323,"仏ダノンがヤクルト全株を売却　600億円、提携関係は維持
https://t.co/RcLxCAFX4J",309,169,1313581764242153472,nikkei,Tue Oct 06 20:47:52 +0000 2020
326,"トランプ氏、コロナ対策「選挙後まで協議停止を」　株急落
https://t.co/zgOPEwjuO5",372,314,1313564921934667776,nikkei,Tue Oct 06 19:40:56 +0000 2020
346,"ノーベル物理学賞、英米独3氏に、ブラックホール研究に貢献
https://t.co/LigvJDKYz3",253,111,1313427990768881665,nikkei,Tue Oct 06 10:36:49 +0000 2020
347,"みずほ坂井社長「週休34日制導入へ」　金融シンポ
https://t.co/MMViEBt7Of",1113,541,1313427269759561728,nikkei,Tue Oct 06 10:33:58 +0000 2020
348,"イオンモール名古屋みなと、来年2月に営業終了へ
https://t.co/tiiU5scXpQ",7029,9583,1313424734546087936,nikkei,Tue Oct 06 10:23:53 +0000 2020
354,"書面規制や押印、撤廃へ　年内に政省令改正
https://t.co/bCrPgAeSvf",366,158,1313403849231613954,nikkei,Tue Oct 06 09:00:54 +0000 2020
364,"ファナック創業者・稲葉清右衛門氏が死去
https://t.co/4EK4Dt1nhZ",286,279,1313360561413840899,nikkei,Tue Oct 06 06:08:53 +0000 2020
372,"PASMOがApple Payに対応　iPhoneで支払いや定期券購入
https://t.co/EfOxZARoTm",451,196,1313322563653701632,nikkei,Tue Oct 06 03:37:54 +0000 2020
380,"レーサーへの道、ゲーマーが開く　リアルでプロ目指す
https://t.co/GxovcGp5GP",277,137,1313310482422403073,nikkei,Tue Oct 06 02:49:53 +0000 2020
396,"野村証券、新入社員を1年間コールセンターに配属へ
https://t.co/LdtuDPJMv7",1430,672,1313260395247792128,nikkei,Mon Oct 05 23:30:52 +0000 2020
401,"「空気感染で広がることが時々あり得る」。米疾病対策センター（CDC）が新型コロナの感染経路に関する指針を改定しました。感染者が約2メートル離れた人にうつしたとみられる証拠があると指摘しました。
https://t.co/nh2w3UiqyG",442,359,1313251640103895041,nikkei,Mon Oct 05 22:56:04 +0000 2020
402,"トランプ氏が退院、「20年前より元気だ！」
https://t.co/KE02Dnv9sn",475,219,1313250711736668160,nikkei,Mon Oct 05 22:52:23 +0000 2020
412,"NYダウ反発465ドル高　トランプ氏の早期退院で買い
https://t.co/SaMXnPgG8v",217,107,1313210816481513472,nikkei,Mon Oct 05 20:13:51 +0000 2020
414,"米大統領報道官も感染　ホワイトハウスで7人目
https://t.co/XCaPxl0xzJ",116,191,1313184170185695232,nikkei,Mon Oct 05 18:27:58 +0000 2020
418,"中国、日本国債買い急増　外貨準備の運用先シフト
https://t.co/Ui0OWLH6qE",177,157,1313163507777454080,nikkei,Mon Oct 05 17:05:52 +0000 2020
426,"NYダウ反発　一時200ドル超高、トランプ氏の退院観測で
https://t.co/PRV1R5Fonu",238,205,1313116952693407744,nikkei,Mon Oct 05 14:00:52 +0000 2020
428,"SMBC日興、全従業員を遠隔勤務可能に　21年から
https://t.co/dgOUxFfW3i",328,107,1313103107304296449,nikkei,Mon Oct 05 13:05:51 +0000 2020
431,"足元に商品選択ボタンがある自動販売機。ダイドードリンコが実証実験を始めました。新型コロナの感染防止を狙ったもの。顔認証で買える決済サービスも実験しています。
https://t.co/1KCko2wxWU",220,110,1313085460151967746,nikkei,Mon Oct 05 11:55:44 +0000 2020
434,"ワタミ、居酒屋の3割を焼肉店に転換
https://t.co/nUGrehsboc",547,185,1313074694241697792,nikkei,Mon Oct 05 11:12:57 +0000 2020
438,"ダイドードリンコ、足で操作する自販機　コロナ対策
https://t.co/dY6sBocmgf",1014,389,1313062845827878913,nikkei,Mon Oct 05 10:25:52 +0000 2020
439,"ノーベル賞「C型肝炎ウイルスの発見」　米・カナダ3氏
https://t.co/wdW1DFWMPG",296,117,1313061356380119040,nikkei,Mon Oct 05 10:19:57 +0000 2020
446,"エアアジア、12月に日本事業撤退へ　今夕発表
https://t.co/mdQvwBgQFu",493,422,1313040213317353472,nikkei,Mon Oct 05 08:55:56 +0000 2020
468,"富士通社長が謝罪　東証システム障害
https://t.co/ZrDfk1cHF7",309,159,1312931975762640896,nikkei,Mon Oct 05 01:45:50 +0000 2020
471,"NY市、一部で学校閉鎖や営業停止へ　コロナ陽性率上昇
https://t.co/IeYIeYhdYb",107,107,1312912371380232192,nikkei,Mon Oct 05 00:27:56 +0000 2020
474,"在宅勤務用リフォーム補助　最大100万円、国交省検討
https://t.co/DOhuIrau7i",627,403,1312905316019826689,nikkei,Sun Oct 04 23:59:54 +0000 2020
476,"在宅勤務用の自宅リフォーム費用の3分の1を補助する制度を創設へ。戸建てやマンションを対象に増築や防音対策、間仕切り設置などを念頭に100万円を上限に検討しています。
https://t.co/3K04pyxjIa",931,663,1312894438008664065,nikkei,Sun Oct 04 23:16:41 +0000 2020
477,"NY市、一部地区7日にも再び都市封鎖　感染ぶり返す
https://t.co/VGAQav5tSI",171,162,1312894260207742977,nikkei,Sun Oct 04 23:15:58 +0000 2020
485,"住宅ローンを完済する年齢が上昇しています。
フラット35を提供する住宅金融支援機構のデータ（2020年度）によると73歳。
20年前と比べて5歳上がっていますが、その要因とは。
10月5日、日本経済新聞朝刊のポイントをお届けします… https://t.co/yFMTssYXfL",227,138,1312878932493037568,nikkei,Sun Oct 04 22:15:04 +0000 2020
486,"トランプ氏、サプライズで外出　支持者の声援に応える
https://t.co/xS7BU4lf0g",488,280,1312877146738622464,nikkei,Sun Oct 04 22:07:58 +0000 2020
490,"トランプ氏、5日退院も　重症者向けステロイド薬使用
https://t.co/h1xbH1628s",231,196,1312826543605870592,nikkei,Sun Oct 04 18:46:53 +0000 2020
492,"完済は平均73歳　住宅ローン、定年後にリスク先送り
https://t.co/9L4zYK3U14",1386,1402,1312823260912873472,nikkei,Sun Oct 04 18:33:51 +0000 2020
501,"「ヤクルトレディ」3000人正社員に　定着狙い待遇改善
https://t.co/JTKIQepLDv",1219,555,1312806901923540993,nikkei,Sun Oct 04 17:28:50 +0000 2020
504,"高田賢三さん死去　ファッションデザイナー、81歳
https://t.co/onmCOAaFDx",315,192,1312785022424813568,nikkei,Sun Oct 04 16:01:54 +0000 2020
522,"群馬・太田、スバルの企業城下町で増える製造業廃業
 https://t.co/Sc1xx1sLuP",310,180,1312705282921902084,nikkei,Sun Oct 04 10:45:02 +0000 2020
524,"韓国とのビジネス往来再開　週内にも合意
https://t.co/ImGsSbdq91",246,149,1312702987320475648,nikkei,Sun Oct 04 10:35:55 +0000 2020
531,"銀行の口座・通帳に手数料　少額の預金、解約も選択肢
https://t.co/2OF8OdJLPR",269,132,1312683586516996096,nikkei,Sun Oct 04 09:18:50 +0000 2020
544,"ドコモ、顧客システムで障害　新規申し込みなど出来ず
https://t.co/E5ZwmqZmMD",149,118,1312607090385379328,nikkei,Sun Oct 04 04:14:52 +0000 2020
556,"賞与・退職金は正社員だけ？　最高裁判断へ
https://t.co/brJi8d30TS",452,203,1312555784903901186,nikkei,Sun Oct 04 00:50:59 +0000 2020
557,"トランプ氏、2日に酸素吸入か　「今後48時間が重要」
https://t.co/j6KjKBTMKt",261,167,1312547716283527168,nikkei,Sun Oct 04 00:18:56 +0000 2020
562,"ソフトバンク、スマートシティ参戦　竹芝発の新構想
https://t.co/hhC8wYWHN4",379,107,1312524075781120001,nikkei,Sat Oct 03 22:44:59 +0000 2020
563,"「体調は良好」とトランプ大統領。一方で「（症状は）深刻だ」「容体の急変を危惧している」などと報じるメディア。大統領選挙が1カ月後に迫るなかのコロナ入院で、アメリカの政治は混迷を深めています。

米政権・議員に感染者複数　ホワイ… https://t.co/Z9T7AkMaLs",120,115,1312508117649768448,nikkei,Sat Oct 03 21:41:35 +0000 2020
565,"トランプ氏、2日に酸素吸入か　「今後48時間が重要」
https://t.co/H3wK5eiG7C",1117,799,1312474753161031680,nikkei,Sat Oct 03 19:29:00 +0000 2020
572,"菅改革に日本医師会が抵抗　オンライン診療や不妊治療
https://t.co/8xqNUbJuD1",516,260,1312438728485265411,nikkei,Sat Oct 03 17:05:51 +0000 2020
577,"ソニーとキオクシア、ファーウェイ取引許可を米に申請
https://t.co/YtVW4ub155",207,102,1312438723208908801,nikkei,Sat Oct 03 17:05:50 +0000 2020
582,"ゆうちょ銀行、デビットカードmijicaで顧客情報流出か
https://t.co/yeNecyvW3d",304,301,1312402521382514688,nikkei,Sat Oct 03 14:41:59 +0000 2020
583,"無給博士は憲法違反、日本の研究力低迷　野依良治氏
https://t.co/SFuYM6ueNX",407,165,1312373094368063488,nikkei,Sat Oct 03 12:45:03 +0000 2020
584,"年末調整用ソフト、国税庁が10月から提供
https://t.co/0fIPIiW83H",275,143,1312369342244421634,nikkei,Sat Oct 03 12:30:08 +0000 2020
585,"アルツハイマー病治療薬、発病前に阻止する戦略に転換
https://t.co/f2xK8Ed2vr",525,185,1312365551856087040,nikkei,Sat Oct 03 12:15:04 +0000 2020
586,"米政権・議員に感染者複数　ホワイトハウスで拡大か
https://t.co/orUQQzjvwo",146,241,1312362984090394624,nikkei,Sat Oct 03 12:04:52 +0000 2020
587,"メールをやめよう　チャットに切り替え業務効率上げる
https://t.co/uxW2mLzZGy",558,165,1312361809626759169,nikkei,Sat Oct 03 12:00:12 +0000 2020
611,"84歳のトレーダー「生涯現役」　月に4億円売買
https://t.co/CMm4jisWiS",1351,326,1312250492358074370,nikkei,Sat Oct 03 04:37:52 +0000 2020
613,"親の自宅だれが継ぐ　登記早めに、法改正案で罰則も
https://t.co/d6mDqFv9QE",279,103,1312233903365611520,nikkei,Sat Oct 03 03:31:57 +0000 2020
620,"金正恩氏がトランプ氏に見舞電　「必ず打ち勝つ」
https://t.co/iGNanIW66k",1212,639,1312209749690077184,nikkei,Sat Oct 03 01:55:58 +0000 2020
626,"「上がるものでなく『これ以上下がらなさそうなものを買う』」。株式投資歴66年の84歳。1200銘柄を常時チェックし、1日130銘柄の売買注文を出すデイトレーダー藤本茂さんが語ります。
https://t.co/UEJJQ0ia0w",1059,212,1312161516288765952,nikkei,Fri Oct 02 22:44:18 +0000 2020
628,"トランプ氏、米軍医療施設に入院　「数日間」
https://t.co/vCwXDAaYZt",287,232,1312146317645209600,nikkei,Fri Oct 02 21:43:55 +0000 2020
630,"「半永久的に魚が生産できる」。サバにマグロを産ませる。魚肉を培養して量産……。地球温暖化や乱獲で魚が減っていく傾向と、「細胞漁業」の可能性を探ります。

さらば海の幸よ　試験管からマグロが取れる日… https://t.co/m5mYHJQwrR",3792,2536,1312134344585089024,nikkei,Fri Oct 02 20:56:20 +0000 2020
636,"育休取得の男性「幸せ感じる」8割超に
https://t.co/5K5m4weSUD",818,191,1312077107531448321,nikkei,Fri Oct 02 17:08:54 +0000 2020
642,"「習思想」名門大で必修化　中国、知識層狙い統制強化
https://t.co/K1qJvx0dGw",580,550,1312049188247494656,nikkei,Fri Oct 02 15:17:57 +0000 2020
647,"ヤフー、全社テレワークに10月から正式移行
https://t.co/y6g8wv3DdZ",833,303,1312033274437435393,nikkei,Fri Oct 02 14:14:43 +0000 2020
648,"日本政府は、外国からの資金協力があるか開示を義務付ける対象に、科学研究費補助金（科研費）を受ける研究室を加えます。軍事転用可能な先端技術の海外流出を防ぐ狙いです。
https://t.co/KDXf3B0RHl",223,155,1312026175103959043,nikkei,Fri Oct 02 13:46:31 +0000 2020
649,"NYダウ反落で始まる　一時400ドル超安、トランプ氏陽性で
https://t.co/j9I0l6JIwT",242,180,1312024266968190976,nikkei,Fri Oct 02 13:38:56 +0000 2020
653,"ホームセンター大手のDCMホールディングスが同業の島忠をTOB（株式公開買い付け）で完全子会社化します。投資額は最大で1600億円程度。単純合算の売上高は約5700億円と、カインズを上回り業界最大手になります。
https://t.co/MDRTmz05E8",321,178,1312012174848593922,nikkei,Fri Oct 02 12:50:53 +0000 2020
655,"ホンダが自動車レースの最高峰F1から2021年シーズンを最後に撤退します。研究開発の負担が増すなか、電動車などの次世代技術に経営資源を振り向けます。
https://t.co/rhvgmJTLFk",471,300,1312003291350478848,nikkei,Fri Oct 02 12:15:35 +0000 2020
656,"公務員ボーナス引き下げ勧告へ　人事院、10年ぶり
https://t.co/uCfBZDwdpI",503,257,1312000096158928896,nikkei,Fri Oct 02 12:02:53 +0000 2020
658,"長野・群馬県境の浅間山で火山性地震が急増し、気象庁が200回（速報値）を計測。噴火警戒レベルは「2」（火口周辺規制）のまま据え置きました。
https://t.co/dBMUkTwUhm",166,116,1311992141904777216,nikkei,Fri Oct 02 11:31:16 +0000 2020
660,"丸井グループが「池袋マルイ」を2021年8月に閉店。1952年に開業し若者の多い繁華街に立地する主力店舗でしたが、売り上げが伸び悩んでいました。
https://t.co/EuwGIvEGHr",573,487,1311980136233828352,nikkei,Fri Oct 02 10:43:34 +0000 2020
664,"トランプ大統領が、メラニア大統領夫人とともに新型コロナウイルスに感染したと明らかにしました。コロナへの危機管理の不備が露呈し、11月3日に迫ったアメリカ大統領選挙に向けた選挙活動にも影響しそうです。
https://t.co/L6g3w2J2TA",186,109,1311967523320012800,nikkei,Fri Oct 02 09:53:27 +0000 2020
665,"JFEスチールが一時休止していた福山「第4高炉」を9月に再稼働したのに続き、日本製鉄も君津「第2高炉」を2020年内に再稼働へ。国内の注文が増え、生産が一部回復し始めました。
#日経イブニングスクープ
https://t.co/qP526YzmSl",345,165,1311961644042420227,nikkei,Fri Oct 02 09:30:05 +0000 2020
668,"ホンダ、F1撤退へ
https://t.co/qr19NneCw4",2130,1941,1311944247038275584,nikkei,Fri Oct 02 08:20:57 +0000 2020
673,"【日経特報】ＤＣＭ、島忠を完全子会社化へ　最大1800億円でTOB
https://t.co/KylrqLq1KL",218,158,1311913290189078528,nikkei,Fri Oct 02 06:17:57 +0000 2020
674,"NYダウ平均先物一時500ドル超安　トランプ氏コロナ陽性で
https://t.co/Tf4uNN7xsB",435,441,1311899958161764352,nikkei,Fri Oct 02 05:24:58 +0000 2020
675,"トランプ氏、新型コロナに感染
https://t.co/9Un6Vd7Zwj",1978,1853,1311894647808040961,nikkei,Fri Oct 02 05:03:52 +0000 2020
677,"「結果を待っている。その間は自主隔離の過程を始める！」。トランプ大統領がメラニア大統領夫人とともに新型コロナ検査を受け、自主隔離に入りました。側近ホープ・ヒックス氏が感染したためです。
#新型コロナ #COVID19
https://t.co/p8WYlJYop2",86,159,1311888874881384451,nikkei,Fri Oct 02 04:40:56 +0000 2020
678,"池袋マルイ、21年8月閉店　静岡マルイも同年3月に
https://t.co/JcM9mLevaA",1493,1776,1311880799893954560,nikkei,Fri Oct 02 04:08:50 +0000 2020
681,"学術会議人事、首相の意向反映せず　官房長官
https://t.co/KMUJhvqt80",364,323,1311876532449599489,nikkei,Fri Oct 02 03:51:53 +0000 2020
686,"トランプ氏の側近、コロナ感染　大統領専用機に搭乗
https://t.co/OWjVqGnzqs",304,286,1311869757780451329,nikkei,Fri Oct 02 03:24:58 +0000 2020
710,"度重なる商号変更や業態転換。帳簿上8億円あるはずの現金が実際には50万円。最後は監査報酬の一部を払えず……。ジャスダック上場企業Nutsの破産劇を振り返ります。
https://t.co/uzxTEawOuU",276,131,1311792404412993538,nikkei,Thu Oct 01 22:17:35 +0000 2020
711,"東証、9時の売買再開を決定　システム復旧受け発表
https://t.co/lb7KwXYH9p",177,102,1311791974123405312,nikkei,Thu Oct 01 22:15:53 +0000 2020
714,"全銘柄の終日売買停止から一夜明けた東京証券取引所（東証）が、9時から通常通り株式などの取引を始めると発表。システム障害の原因となった機器を交換し、問題なく動くことを確認しました。
https://t.co/jR78L3KK0G",167,114,1311790231352479751,nikkei,Thu Oct 01 22:08:57 +0000 2020
716,"ローンに頼らず住宅を買える人たちが「逆ざや」目当てで借りるケースも。低金利のなか住宅ローン控除率1%の妥当性を会計検査院が問題視しており、政府内で見直し論も出ています。
https://t.co/2D5FQIwDse",379,175,1311787938796232711,nikkei,Thu Oct 01 21:59:51 +0000 2020
718,"「切り替えがきちんと動作するか、頻繁にテストしなければならない。残念ながら東証の怠慢と言わざるをえない」。システム障害による売買の終日停止は、バックアップが機能しなかったことが主因でした。
https://t.co/vS0tBzeMNs",581,330,1311785485493252096,nikkei,Thu Oct 01 21:50:06 +0000 2020
720,"欧米先進国ではシステム障害があっても当日中に取引を再開するのが大半。日本株の売買をほぼ独占する東証の終日売買停止は、日本の金融市場の根幹を大きく揺るがしました。
https://t.co/NdEOJVjvxr",259,109,1311774356125757440,nikkei,Thu Oct 01 21:05:52 +0000 2020
